,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
38316,26,technician,single,tertiary,no,-67,yes,no,cellular,15,may,637,1,yes
38326,46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,523,2,yes
38363,34,blue-collar,married,secondary,no,29,yes,no,cellular,15,may,285,5,yes
38367,60,management,single,tertiary,no,560,no,no,cellular,15,may,730,5,yes
38378,28,student,single,tertiary,no,22,yes,no,cellular,15,may,536,2,yes
38379,29,services,married,secondary,no,6567,yes,no,cellular,15,may,792,2,yes
38392,39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,576,4,yes
38394,53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,669,1,yes
38409,54,unemployed,married,secondary,no,582,yes,no,cellular,15,may,693,5,yes
38417,34,technician,single,secondary,no,194,yes,yes,cellular,15,may,1015,1,yes
38418,27,services,single,secondary,no,353,yes,no,cellular,15,may,663,1,yes
38428,28,services,single,secondary,no,341,yes,no,cellular,15,may,437,3,yes
38434,39,entrepreneur,married,tertiary,yes,-172,yes,no,cellular,15,may,562,2,yes
38449,60,retired,divorced,secondary,no,-639,yes,no,cellular,15,may,585,1,yes
38463,26,student,single,secondary,no,864,yes,no,cellular,15,may,659,1,yes
38464,32,management,married,secondary,no,134,yes,yes,cellular,15,may,532,3,yes
38468,40,admin,single,secondary,no,50,no,no,cellular,15,may,837,1,yes
38477,25,admin,single,secondary,no,507,yes,no,cellular,15,may,832,1,yes
38483,44,blue-collar,married,primary,no,-101,yes,no,cellular,15,may,679,1,yes
38491,48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,yes
38492,37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,may,317,1,yes
38494,39,admin,divorced,secondary,no,878,yes,no,cellular,15,may,611,5,yes
38497,40,admin,married,secondary,no,2574,yes,no,cellular,15,may,432,1,yes
38501,24,blue-collar,single,secondary,no,833,yes,no,cellular,15,may,956,1,yes
38522,31,management,single,tertiary,no,2734,yes,no,cellular,15,may,858,3,yes
38527,42,admin,divorced,secondary,no,241,yes,no,cellular,15,may,1012,3,yes
38534,51,blue-collar,married,primary,no,129,yes,no,cellular,15,may,611,2,yes
38544,28,management,single,tertiary,no,41,yes,no,cellular,15,may,885,3,yes
38545,32,management,married,tertiary,no,3387,yes,no,cellular,15,may,1111,5,yes
38556,36,admin,single,secondary,no,148,yes,no,cellular,15,may,1357,4,yes
38561,36,blue-collar,married,secondary,no,249,yes,no,cellular,15,may,709,5,yes
38569,38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,yes
38628,36,services,single,secondary,no,0,yes,no,cellular,15,may,1002,4,yes
38637,40,blue-collar,married,primary,no,1841,yes,no,cellular,15,may,880,4,yes
38653,33,admin,single,secondary,no,5,yes,no,cellular,15,may,934,2,yes
38668,37,blue-collar,married,primary,no,2120,yes,no,cellular,15,may,655,3,yes
38690,51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,yes
38694,34,services,divorced,secondary,no,89,yes,no,cellular,15,may,1871,4,yes
38697,35,technician,single,tertiary,no,13460,yes,no,cellular,15,may,1068,3,yes
38712,56,blue-collar,married,primary,no,827,yes,no,telephone,15,may,462,4,yes
38725,35,blue-collar,married,secondary,no,205,yes,yes,cellular,15,may,1313,7,yes
38728,32,management,single,tertiary,no,6542,yes,no,cellular,15,may,1598,4,yes
38732,32,blue-collar,single,secondary,no,217,yes,no,cellular,15,may,692,3,yes
38745,34,technician,married,tertiary,no,3743,yes,no,cellular,18,may,722,4,yes
38752,39,services,married,secondary,no,117,yes,no,cellular,18,may,1032,2,yes
38759,29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,may,536,2,yes
38765,37,housemaid,single,secondary,no,465,yes,no,cellular,18,may,899,3,yes
38769,33,management,single,tertiary,no,62,yes,no,cellular,18,may,473,3,yes
38814,40,admin,single,secondary,no,2040,yes,no,cellular,18,may,906,2,yes
38844,22,services,single,secondary,no,344,yes,no,cellular,18,may,347,1,yes
38855,32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,yes
38869,33,admin,single,secondary,no,1277,yes,no,cellular,18,may,827,1,yes
38889,29,blue-collar,married,secondary,no,104,yes,no,cellular,18,may,903,4,yes
38912,29,technician,single,secondary,no,706,yes,no,cellular,18,may,1340,1,yes
38921,24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,yes
38922,31,management,single,secondary,no,360,yes,no,cellular,18,may,309,1,yes
38926,31,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,1,yes
38927,28,admin,single,secondary,no,2290,yes,no,cellular,18,may,2301,1,yes
38928,32,technician,single,tertiary,no,-770,yes,no,cellular,18,may,618,1,yes
38934,24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,yes
38949,57,admin,married,secondary,no,403,yes,no,cellular,18,may,603,1,yes
38955,27,blue-collar,single,secondary,no,513,yes,yes,cellular,18,may,351,1,yes
38960,32,management,single,tertiary,no,7290,yes,no,cellular,18,may,357,1,yes
38968,23,services,single,secondary,no,279,yes,no,cellular,18,may,843,1,yes
38975,30,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,420,2,yes
38994,27,services,single,secondary,no,-195,yes,no,cellular,18,may,391,1,yes
39009,55,blue-collar,married,secondary,no,3917,yes,no,cellular,18,may,565,1,yes
39010,34,blue-collar,married,secondary,no,243,yes,no,cellular,18,may,507,1,yes
39017,28,admin,single,secondary,no,352,yes,yes,cellular,18,may,431,1,yes
39025,25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,yes
39039,29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,yes
39050,55,retired,divorced,tertiary,no,0,no,no,cellular,18,may,616,1,yes
39054,25,blue-collar,single,secondary,no,217,yes,no,cellular,18,may,504,1,yes
39060,25,technician,married,tertiary,no,839,yes,no,cellular,18,may,700,3,yes
39079,36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,yes
39086,27,blue-collar,married,unknown,no,409,yes,no,cellular,18,may,525,1,yes
39093,25,services,single,secondary,no,1119,yes,no,cellular,18,may,1063,1,yes
39096,32,blue-collar,single,primary,no,12198,yes,no,cellular,18,may,178,1,yes
39098,34,management,single,unknown,no,6013,yes,no,cellular,18,may,612,1,yes
39099,29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,427,1,yes
39104,33,admin,single,tertiary,no,235,yes,no,cellular,18,may,525,1,yes
39106,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,yes
39107,45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,may,618,1,yes
39122,30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,yes
39136,32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,yes
39154,26,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,yes
39172,29,admin,single,secondary,no,306,yes,no,cellular,18,may,774,4,yes
39196,25,blue-collar,single,primary,no,292,yes,yes,cellular,18,may,1027,2,yes
39209,34,management,single,tertiary,no,-578,yes,no,cellular,18,may,767,2,yes
39212,33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,yes
39214,32,technician,single,tertiary,no,2684,yes,no,cellular,18,may,542,2,yes
39243,33,management,single,tertiary,no,1304,yes,no,cellular,18,may,536,2,yes
39251,34,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,1057,6,yes
39267,29,management,married,tertiary,no,1387,yes,no,cellular,18,may,256,2,yes
39310,28,self-employed,married,secondary,no,-522,yes,yes,cellular,18,may,638,2,yes
39340,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,yes
39351,35,services,single,secondary,no,719,yes,no,cellular,18,may,1359,3,yes
39358,28,admin,single,secondary,no,0,yes,yes,cellular,18,may,390,5,yes
39360,29,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,642,3,yes
39361,20,blue-collar,single,secondary,no,76,yes,no,cellular,18,may,639,2,yes
39364,42,blue-collar,married,secondary,no,366,yes,no,cellular,22,may,324,1,yes
39365,45,admin,divorced,secondary,no,397,yes,yes,cellular,22,may,582,1,yes
39367,37,management,married,tertiary,no,3723,no,no,cellular,22,may,354,1,yes
39369,32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,yes
39371,59,admin,married,secondary,no,106,no,no,cellular,22,may,186,1,yes
39383,55,management,married,unknown,no,1504,yes,no,cellular,22,may,338,2,yes
39387,29,management,single,tertiary,no,265,no,no,cellular,22,may,491,1,yes
39390,37,services,married,secondary,no,1543,yes,no,cellular,22,may,298,1,yes
39391,59,management,married,tertiary,no,2239,no,no,cellular,22,may,431,1,yes
39395,27,technician,divorced,secondary,no,1977,yes,no,cellular,22,may,449,1,yes
39400,39,management,single,tertiary,no,0,yes,no,cellular,22,may,271,1,yes
39406,43,services,married,secondary,no,2145,no,no,cellular,22,may,271,1,yes
39407,39,technician,married,secondary,no,116,no,no,cellular,22,may,554,2,yes
39412,26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,yes
39415,39,management,single,tertiary,no,307,no,no,cellular,22,may,182,2,yes
39416,43,management,divorced,unknown,no,7702,no,no,cellular,22,may,460,1,yes
39417,27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,yes
39419,32,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,yes
39421,29,management,single,tertiary,no,428,no,no,cellular,22,may,293,2,yes
39424,42,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,yes
39426,53,blue-collar,married,unknown,no,2509,no,no,telephone,22,may,231,2,yes
39429,36,management,married,tertiary,no,255,no,no,cellular,22,may,970,2,yes
39433,27,management,single,tertiary,no,616,yes,no,cellular,22,may,685,1,yes
39439,43,admin,single,secondary,no,733,yes,no,cellular,25,may,282,1,yes
39452,28,self-employed,single,tertiary,no,2503,no,no,cellular,25,may,426,1,yes
39455,60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,yes
39456,29,technician,single,secondary,no,590,no,no,cellular,25,may,124,1,yes
39457,35,technician,single,secondary,no,204,yes,no,cellular,25,may,236,1,yes
39458,26,blue-collar,single,tertiary,no,567,no,no,cellular,25,may,421,1,yes
39459,26,student,single,unknown,no,689,no,no,cellular,25,may,678,2,yes
39460,28,unemployed,married,tertiary,no,482,no,no,cellular,25,may,119,1,yes
39464,26,student,single,tertiary,no,5169,yes,no,cellular,25,may,397,1,yes
39471,36,management,single,tertiary,no,1379,no,no,cellular,25,may,189,1,yes
39474,28,technician,single,tertiary,no,386,no,no,cellular,25,may,867,1,yes
39475,28,technician,single,tertiary,no,0,yes,no,cellular,25,may,269,1,yes
39478,28,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,yes
39484,40,technician,married,secondary,no,312,no,no,cellular,25,may,612,7,yes
39487,24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,yes
39492,56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1064,1,yes
39493,34,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,yes
39500,28,admin,single,secondary,no,707,yes,no,cellular,25,may,226,1,yes
39507,37,services,married,secondary,no,466,yes,yes,cellular,25,may,377,1,yes
39508,32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,yes
39510,43,technician,divorced,secondary,no,1612,no,no,cellular,25,may,262,2,yes
39512,36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,yes
39516,29,admin,married,tertiary,no,238,no,no,cellular,25,may,344,2,yes
39517,54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,352,3,yes
39518,39,services,married,secondary,no,1179,no,no,cellular,25,may,284,1,yes
39519,35,technician,single,secondary,no,27,yes,no,cellular,25,may,214,1,yes
39520,29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,yes
39521,32,technician,single,tertiary,no,654,yes,no,cellular,25,may,615,4,yes
39524,27,student,single,secondary,no,253,no,no,cellular,25,may,242,2,yes
39525,32,technician,single,tertiary,no,705,yes,no,cellular,25,may,414,2,yes
39527,33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601,2,yes
39535,24,student,single,secondary,no,23878,no,no,cellular,26,may,133,1,yes
39547,58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,1,yes
39549,43,management,married,tertiary,no,79,no,no,cellular,26,may,640,1,yes
39552,26,management,married,tertiary,no,243,no,no,cellular,26,may,482,1,yes
39554,31,technician,single,secondary,no,138,no,no,cellular,26,may,91,1,yes
39565,25,management,single,tertiary,no,1317,no,no,cellular,26,may,176,1,yes
39577,58,retired,married,secondary,no,2714,no,no,cellular,26,may,165,1,yes
39582,34,technician,married,tertiary,no,23076,no,no,cellular,26,may,243,2,yes
39583,48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,208,2,yes
39597,60,retired,married,tertiary,no,846,no,no,telephone,26,may,1346,1,yes
39604,21,technician,single,unknown,no,360,no,no,cellular,26,may,131,2,yes
39605,25,student,single,tertiary,no,326,no,no,cellular,26,may,390,1,yes
39609,26,student,single,secondary,no,100,no,no,cellular,26,may,445,1,yes
39616,38,management,married,unknown,no,3576,no,no,cellular,26,may,579,1,yes
39629,25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,yes
39630,26,student,single,tertiary,no,39,no,no,cellular,26,may,396,3,yes
39638,25,student,single,unknown,no,3,no,no,cellular,26,may,170,1,yes
39647,32,management,single,tertiary,no,312,no,no,cellular,26,may,208,2,yes
39650,25,admin,married,tertiary,no,906,no,no,cellular,26,may,253,1,yes
39651,21,admin,single,secondary,no,524,no,no,cellular,26,may,185,1,yes
39655,41,self-employed,single,tertiary,no,1081,no,no,cellular,27,may,229,3,yes
39659,30,admin,single,secondary,no,983,yes,no,cellular,27,may,189,2,yes
39662,47,admin,divorced,secondary,no,2232,no,no,cellular,27,may,439,1,yes
39663,37,admin,married,secondary,no,1967,no,no,cellular,27,may,242,1,yes
39665,34,admin,married,secondary,no,1406,yes,no,cellular,27,may,145,1,yes
39672,28,admin,single,secondary,no,157,no,no,cellular,27,may,155,3,yes
39675,24,admin,single,tertiary,no,0,yes,no,cellular,27,may,122,2,yes
39677,26,admin,single,secondary,no,2509,no,no,cellular,27,may,776,3,yes
39686,32,blue-collar,married,secondary,no,10287,yes,no,cellular,27,may,281,4,yes
39689,30,management,single,tertiary,no,5359,no,no,cellular,27,may,119,1,yes
39690,54,self-employed,single,tertiary,no,384,no,yes,cellular,27,may,200,1,yes
39694,35,technician,married,secondary,no,1368,no,no,cellular,27,may,329,1,yes
39697,54,retired,divorced,tertiary,no,3076,no,no,cellular,27,may,367,2,yes
39702,44,management,married,tertiary,no,7818,no,no,cellular,27,may,412,1,yes
39704,56,admin,single,secondary,no,4118,no,no,telephone,27,may,165,1,yes
39714,25,admin,single,tertiary,no,760,yes,no,cellular,27,may,223,3,yes
39717,25,student,single,unknown,no,277,no,no,cellular,27,may,311,2,yes
39724,43,admin,married,secondary,no,132,no,no,cellular,27,may,187,2,yes
39729,50,management,married,tertiary,no,253,no,no,cellular,28,may,513,9,yes
39741,25,technician,single,secondary,no,7103,yes,no,cellular,28,may,188,3,yes
39752,55,admin,married,secondary,no,602,no,no,cellular,1,jun,324,3,yes
39754,57,management,married,tertiary,no,473,no,no,cellular,1,jun,295,1,yes
39758,48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,yes
39761,25,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,yes
39762,49,management,married,tertiary,no,1808,yes,no,cellular,1,jun,205,1,yes
39763,25,technician,single,secondary,no,1199,no,no,cellular,1,jun,287,1,yes
39766,38,housemaid,divorced,secondary,no,70,no,no,cellular,1,jun,263,1,yes
39773,45,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,166,2,yes
39774,33,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,yes
39775,45,admin,married,tertiary,no,2552,no,no,cellular,1,jun,69,1,yes
39779,46,technician,single,secondary,no,5862,no,no,cellular,1,jun,84,1,yes
39780,26,management,single,secondary,no,2613,no,no,cellular,1,jun,326,1,yes
39786,49,admin,married,secondary,no,0,no,no,cellular,1,jun,1460,1,yes
39787,25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,yes
39788,53,technician,married,secondary,no,284,no,no,cellular,1,jun,781,1,yes
39790,43,management,married,tertiary,no,1059,no,yes,cellular,1,jun,335,2,yes
39791,49,technician,married,secondary,no,1684,no,yes,cellular,1,jun,412,2,yes
39792,54,management,married,tertiary,no,534,no,no,cellular,1,jun,177,2,yes
39793,47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,yes
39799,34,blue-collar,married,secondary,no,262,no,no,cellular,1,jun,339,1,yes
39811,54,services,divorced,secondary,no,0,no,no,cellular,1,jun,174,1,yes
39813,43,management,divorced,tertiary,no,2367,no,no,cellular,1,jun,114,1,yes
39816,23,services,single,secondary,no,31,no,no,cellular,1,jun,192,1,yes
39817,48,management,married,tertiary,no,3842,no,no,cellular,1,jun,215,2,yes
39818,30,self-employed,single,tertiary,no,3343,no,no,cellular,1,jun,235,1,yes
39819,38,technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,yes
39820,38,unemployed,single,secondary,no,804,no,no,cellular,1,jun,1087,1,yes
39821,34,student,single,unknown,no,1011,no,no,cellular,1,jun,253,1,yes
39823,52,admin,single,secondary,no,-528,yes,yes,cellular,1,jun,1144,2,yes
39826,27,management,single,tertiary,no,1840,no,no,cellular,1,jun,220,1,yes
39835,40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,1,yes
39840,47,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,2,yes
39846,54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,jun,257,3,yes
39847,26,management,single,tertiary,no,1623,no,no,cellular,2,jun,479,1,yes
39849,37,admin,married,secondary,no,597,no,no,cellular,2,jun,395,1,yes
39851,37,admin,married,secondary,no,0,yes,no,cellular,2,jun,107,1,yes
39852,34,management,married,tertiary,no,611,no,no,cellular,2,jun,350,1,yes
39854,53,management,married,unknown,no,2240,yes,no,cellular,2,jun,282,2,yes
39856,26,admin,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,yes
39859,44,management,married,tertiary,no,1954,no,no,cellular,2,jun,294,1,yes
39863,29,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,yes
39865,26,technician,married,secondary,no,915,no,no,cellular,2,jun,384,1,yes
39866,40,unemployed,single,tertiary,no,7968,no,no,cellular,2,jun,596,1,yes
39867,47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,yes
39872,43,blue-collar,married,secondary,no,2160,no,no,cellular,2,jun,169,1,yes
39874,52,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,195,1,yes
